NDB_ナンバー,食品名,水_(g),Energ_Kcal,タンパク質_(g),Lipid_Tot_(g),Ash_(g),炭水化物_(g),ファイバー_TD_(g),Sugar_Tot_(g)
10112,豚肉、生鮮食品、VAR 肉と副産物、肺、生,79.52,85,14.08,2.72,0.8,0,0,
10113,豚肉、FRSH、VAR MEATS&副産物、LUNGS、CKD、BRSD,80,99,16.6,3.1,0.9,0,0,
10114,豚肉、生鮮食品、VAR 肉と副産物、機械的に分離された、生,56.87,304,15.03,26.54,1.56,0,0,
10115,豚肉、生鮮食品、VAR MEATS&副産物、膵臓、生,67.18,199,18.56,13.24,1.12,0,0,
10116,豚肉、FRSH、VAR MEATS&副産物、膵臓、CKD、BRSD,60.3,219,28.5,10.8,1.2,0,0,
10117,豚肉、生鮮食品、VAR MEATS&副産物、脾臓、生,78.43,100,17.86,2.59,1.53,0,0,
10118,豚肉、FRSH、VAR MEATS&副産物、脾臓、CKD、BRSD,66.7,149,28.2,3.2,1.7,0,0,
10119,豚肉、生鮮食品、VAR MEATS&副産物、胃、生,73.5,159,16.85,10.14,0.63,0,0,0
10120,ポーク、フレッシュ、ロース、ブレード（チョップ）、骨付き、LN、CKD、パンフライ,61.13,222,26.38,12.14,1.28,0,0,0
10121,豚肉、生鮮食品、VAR MEATS&副産物、タン、生,65.9,225,16.3,17.2,0.9,0,0,0
10122,ポーク、フレッシュ、VAR MEATS&副産物、タン、CKD、BRSD,56.9,271,24.1,18.6,0.8,0,0,
10123,ポーク、塩漬け、ベーコン、アンプリップ,44.24,417,12.62,39.69,2.17,1.28,0,1
10128,豚肉、塩漬け、BRKFST ストリップ、生または未加熱,47.41,388,11.74,37.16,3,0.7,0,
10130,カナディアンベーコン、アンプレップ,72.34,110,20.31,2.62,3.38,1.34,0,0.9
10132,豚肉、塩漬け、足、漬物,75,140,11.63,10.02,3.35,0.01,0,0
10134,ポーク、塩漬け、ハム、BNLESS、EX LN (約 5% 脂肪)、RSTD,67.67,145,20.93,5.53,4.37,1.5,0,0
10136,ポーク、キュレッド、ハム、BNLESS、REG (約 11% 脂肪)、RSTD,64.54,178,22.62,9.02,3.96,0,0,0
10137,豚肉、塩漬け、ハム、EX LN (約 4% 脂肪)、CND、UNHTD,73.52,120,18.49,4.56,3.63,0,0,0
10138,ポーク、キュレッド、ハム、EX LN (約 4% 脂肪)、CND、RSTD,69.45,136,21.16,4.88,4,0.52,0,
10140,ポーク、キュレッド、ハム、REG (約 13% 脂肪)、CND、RSTD,60.93,226,20.53,15.2,2.93,0.42,0,
10141,豚肉、塩漬け、ハム、CNTRスライス、カントリースタイル、LN、生,55.93,195,27.8,8.32,7.65,0.3,0,0
10142,ポーク、塩漬け、ハム、CNTRスライス、LN&FAT、UNHTD,63.46,203,20.17,12.9,3.42,0.05,0,
10146,ポーク、キュレッド、ハム、パティ、UNHTD,54.4,315,12.78,28.19,2.93,1.69,0,
10149,豚肉、塩漬け、ハム、ステーキ、BNLESS、EX LN、UNHTD,72.24,122,19.56,4.25,3.95,0,0,
10150,ポーク、塩漬け、ハム、WHL、LN&FAT、UNHTD,59.71,246,18.49,18.52,3.23,0.06,0,0
10152,ポーク、キュレッド、ハム、WHL、LN、UNHTD,68.26,147,22.32,5.71,3.66,0.05,0,0
10153,ポーク、キュレッド、ハム、WHL、LN、RSTD,65.78,157,25.05,5.5,3.74,0,0,0
10158,USDA CMDTY、PORK、CND,65.82,196,19.4,12.95,1.24,0.59,0,0
10163,ポーク、フレッシュ、ロース、CNTR ロース (チョップ)、BNLESS、LN、CKD、パン焼き,65.07,162,30.02,4.65,1.1,0,0,0
10164,ポーク、フレッシュ、ロース、CNTR ロース (チョップ)、BNLESS、LN & FAT、生,65.15,201,21.14,12.96,1.03,0,0,0
10165,豚、塩漬け、塩豚、生,11,748,5.05,80.5,3.65,0,0,0
10166,豚肉、硬化、脂肪（ハム＆アームピクニックから）、UNHTD,31.06,579,5.68,61.41,1.77,0.09,0,0
10167,ポーク、硬化、脂肪（ハム＆アームピクニックから）、RSTD,28.89,591,7.64,61.86,1.68,0,0,
10168,ポーク、硬化、SHLDR、アームピクニック、LN&FAT、RSTD,54.73,280,20.43,21.35,3.51,0,0,0
10169,ポーク、硬化、SHLDR、アームピクニック、LN、RSTD,63.86,170,24.94,7.04,4.16,0,0,0
10170,ポーク、硬化、SHLDR、ブレードロール、LN&FAT、UNHTD,59.13,269,16.47,21.98,3.85,0,0,
10171,ポーク、硬化、SHLDR、ブレードロール、LN&FAT、RSTD,56.18,287,17.28,23.48,2.7,0.37,0,
10173,豚肉、生鮮食品、VAR MEATS&副産物、足、CKD、SIMMRD,62.85,238,21.94,16.05,0.66,0,0,0
10174,豚肉、生鮮食品、VAR MEATS&副産物、テール、生,46.05,378,17.75,33.5,0.5,0,0,
10175,ポーク、フレッシュ、VAR MEATS&副産物、テール、CKD、シムレッド,46.7,396,17,35.8,0.4,0,0,
10176,ポーク、フレッシュ、ロース、CNTRロース（チョップ）、骨付き、LN、CKD、パンフライ,62.17,195,29.56,7.66,1.33,0,0,0
10177,ポーク、フレッシュ、ロース、CNTR リブ (チョップ)、骨付き、LN、CKD、パンフライ,61.14,211,28.84,9.73,1.29,0,0,0
10178,ポーク、フレッシュ、ロース、ブレード（チョップ）、骨付き、LN＆FAT、CKD、パンフライ,58.01,256,25.02,16.56,1.23,0,0,0
10179,ポーク、フレッシュ、ロース、CNTR ロースチョップ、骨付き、LN&FAT、CKD、パンフライ,58.39,238,27.63,13.32,1.26,0,0,0
10180,ポーク、フレッシュ、ロース、CNTR リブ (チョップ)、骨付き、LN&FAT、CKD、パンフライ,57.11,256,26.81,15.71,1.22,0,0,0
10181,ポーク、フレッシュ、ロース、トップロース（チョップ）、BNLESS、LN、CKD、パンフライ,64.81,172,30.46,4.62,1.29,0,0,0
10182,ポーク、塩漬け、ハム、BNLESS、EX LN&REG、UNHTD,66.92,162,18.26,8.39,4.15,2.28,0,0
10183,ポーク、キュレッド、ハム、BNLESS、EX LN&REG、RSTD,65.75,165,21.97,7.66,4.11,0.5,0,0
10184,豚肉、塩漬け、ハム、EX LN&REG、CND、UNHTD,71.12,144,17.97,7.46,3.57,0,0,0
10185,ポーク、キュレッド、ハム、EX LN&REG、CND、RSTD,66.52,167,20.94,8.43,3.63,0.49,0,0
10186,ポーク、フレッシュ、ロース、トップロース（チョップ）、BNLESS、LN＆FAT、CKD、パンフライ,62.62,196,29.36,7.86,1.26,0,0,0
10187,ポーク、フレッシュ、コンプ（レッグ、ロイン、SHLDR、スペアリブ）、LN＆FAT、生,65.11,216,18.95,14.95,0.94,0,0,
10188,ポーク、FRSH、COMP（もも肉、ロース肉、SHLDR、スペアリブ）、LN＆FAT、CKD,58.53,238,26.36,13.89,1.02,0,0,0
10189,ポーク、FRSH、ロース、CNTR LON (CHPS)、BNLESS、LN & FAT、CKD、PAN-BRLED,59.42,229,26.68,13.6,1,0,0,0
10192,ポーク、フレッシュ、バックリブ、LN&FAT、生,63.47,224,19.07,16.33,1.03,0,0,0
10193,ポーク、FRSH、バックリブ、LN&FAT、CKD、RSTD,54.82,292,23.01,21.51,1.04,0,0,0
10194,ポーク、フレッシュ、ロース、CNTR リブ (チョップまたはロースト)、BNLESS、LN&FAT、生,66.15,211,19.9,14.01,0.89,0,0,0
10195,ポーク、FRSH、ロース、CNTR リブ (チョップ)、BNLESS、LN&FAT、CKD、BRSD,58.15,255,26.29,15.79,1.2,0,0,
10196,ポーク、フレッシュ、ロース、CNTR リブ (チョップ)、BNLESS、LN&FAT、CKD、BRLD,53.37,260,27.63,15.76,1.12,0,0,
10197,ポーク、フレッシュ、ロース、CNTR リブ (チョップ)、BNLESS、LN&FAT、CKD、パンフライ,56.34,273,25.82,18.05,1.18,0,0,0
10198,ポーク、FRSH、ロース、CNTR リブ (ロースト)、BNLESS、LN&FAT、CKD、RSTD,57.33,252,26.99,15.15,1.11,0,0,
10199,ポーク、フレッシュ、ロース、CNTR リブ (チョップまたはロースト)、BNLESS、LN、生,71.98,152,21.8,6.48,0.98,0,0,0
10200,ポーク、FRSH、ロース、CNTR リブ（チョップ）、BNLESS、LN、CKD、BRSD,62.25,211,27.95,10.14,1.26,0,0,0
10201,ポーク、フレッシュ、ロース、CNTR リブ（チョップ）、BNLESS、LN、CKD、BRLD,56.95,216,29.46,10.05,1.16,0,0,
10202,ポーク、フレッシュ、ロース、CNTR リブ (チョップ)、BNLESS、LN、CKD、パンフライ,60.86,224,27.68,11.8,1.24,0,0,0
10203,ポーク、FRSH、ロース、CNTR リブ (ロースト)、BNLESS、LN、CKD、RSTD,60.61,214,28.81,10.13,1.14,0,0,
10204,ポーク、フレッシュ、ロース、カントリー風カルビ、LN&FAT、生,68.22,189,19.34,11.82,0.95,0,0,0
10205,ポーク、フレッシュ、ロース、カントリー風カルビ、LN&FAT、CKD、BRSD,53.9,273,26.49,17.71,0.89,0,0,0
10206,ポーク、フレッシュ、ロース、カントリー風カルビ、LN & FAT、骨付き、CKD、RSTD,48.38,359,21.75,29.46,0.99,0,0,0
10207,ポーク、フレッシュ、ロース、カントリー風カルビ、LN、生,72.84,140,20.76,5.64,1.01,0,0,0
10208,ポーク、フレッシュ、ロース、カントリー風カルビ、LN、CKD、BRSD,56.16,247,27.74,14.26,0.92,0,0,0
10209,ポーク、フレッシュ、ロース、カントリー風カルビ、LN、骨付き、CKD、RSTD,58.72,227,29.2,11.38,1.26,0,0,0
10210,ポーク、フレッシュ、ロース、サーロイン（チョップまたはロースト）、BNLESS、LN＆FAT、生,73.16,133,22.49,4.05,1.28,0,0,0
10211,ポーク、フレッシュ、ロース、サーロイン（チョップ）、BNLESS、LN&FAT、CKD、BRSD,65.78,171,28.41,5.47,1.41,0,0,0
10212,ポーク、フレッシュ、ロース、サーロイン（チョップ）、BNLESS、LN＆FAT、CKD、BRLD,65.98,170,28.19,5.53,1.37,0,0,0
10213,ポーク、フレッシュ、ロース、サーロイン（ロースト）、BNLESS、LN&FAT、CKD、RSTD,62.82,192,29.62,7.32,1.42,0,0,0
10214,ポーク、フレッシュ、ロース、サーロイン（チョップまたはロースト）、BNLESS、LN、生,74.3,121,22.81,2.59,1.3,0,0,0
10215,ポーク、フレッシュ、ロース、サーロイン（チョップ）、BNLESS、LN、CKD、BRSD,66.41,163,28.75,4.5,1.43,0,0,0
10216,ポーク、フレッシュ、ロース、サーロイン（チョップ）、BNLESS、LN、CKD、BRLD,66.75,161,28.6,4.36,1.38,0,0,0
10217,ポーク、フレッシュ、ロース、サーロイン（ロースト）、BNLESS、LN、CKD、RSTD,64.07,178,30.39,5.31,1.45,0,0,0
10218,ポーク、フレッシュ、ロース、テンダーロイン、LN&FAT、生,74.97,120,20.65,3.53,1.01,0,0,0
10219,豚肉、生、ひき肉、生,61.06,263,16.88,21.19,0.87,0,0,
10220,豚肉、生、ひき肉、調理済み,52.75,297,25.69,20.77,1.29,0,0,0
10221,ポーク、フレッシュ、ロース、テンダーロイン、LN&FAT、CKD、BRLD,61.09,201,29.86,8.11,2.49,0,0,
10222,ポーク、FRSH、ロース、テンダーロイン、LN&FAT、CKD、RSTD,69.11,147,26.04,3.96,1.2,0,0,0
10223,ポーク、フレッシュ、ロース、テンダーロイン、LN、CKD、BRLD,62.3,187,30.42,6.33,2.55,0,0,
10224,ポーク、フレッシュ、ロース、トップロース（ロースト）、BNLESS、LN＆FAT、生,70.14,166,21.34,8.33,0.97,0,0,0
10225,ポーク、フレッシュ、ロース、トップロース（ロースト）、BNLESS、LN、生,73.28,132,22.39,4.06,1.01,0,0,0
10226,ポーク、FRSH、RTL カットのコンプ (ロース肉 & SHLDR ブレード)、LN & FAT、生,69.13,177,20.08,10.14,0.95,0,0,0
10227,ポーク、FRSH、RTLカットのコンプ（ロース＆シュレッドブレード）、LN＆FAT、CKD,59.43,235,26.07,13.66,1.07,0,0,0
10228,ポーク、フレッシュ、コンプオブRTLカット（ロース＆シュレッドブレード）、LN、生,72.23,144,21.23,5.88,1.05,0,0,
10229,ポーク、フレッシュ、RTLカットのコンプ（ロース＆シュレッドブレード）、LN、CKD,60.3,211,29.47,9.44,1.19,0,0,
10802,USDAコモディティ、豚肉、生ハム、BNLESS、CKD、HTD,71.8,149,18.84,7.62,3.5,0,0,0
10803,USDAコモディティ、ポーク、グラウンド、ファイン/コース、FRZ、CKD,57.08,265,23.55,18.19,1.19,0,0,
10804,USDA商品、豚肉、生ハム、BNLESS、CKD、UNHTD,72.42,133,17.44,6.16,3.29,0.69,0,
10805,USDAコモディティ、ポーク、グラウンド、ファイン/コース、FRZ、生,64.46,221,15.41,17.18,0.79,0,0,
10851,ホーメル、キュア81ハム,74.25,106,18.43,3.59,3.52,0.21,,0
10852,常に柔らかいホーメル、ポークテンダーロイン、テリヤキ風味,71.9,119,18.2,3.07,2.2,4.63,,3.33
10853,常に柔らかいホーメル、ポークテンダーロイン、ペッパーコーン風味,74.44,110,17.21,3.8,2.73,1.82,,0.14
10854,HORMEL ALWAYS TENDER ポーク ロース フィレ レモン ガーリック風味,73.53,118,17.83,4.16,2.69,1.79,,0.22
10855,HORMEL ALWAYS TENDER、CNTRカットチョップ、新鮮なポーク,69.17,167,18.74,9.62,1.63,0.84,,0.28
10856,"HORMEL ALWAYS TENDER,BNLESSポークロイン,FRSHポーク",71.35,145,19.02,7.18,1.69,0.76,,0.08
10857,ホーメル カナディアン スタイル ベーコン,72.95,122,16.88,4.94,3.36,1.87,,1.43
10858,ポーク、FRSH、LN、TP LN (CHPS)、BNLESS、LN、添加 SLN、CKD、PN-BRLD,64.49,169,28.95,5,1.68,0,0,0
10859,ポーク、FRSH、LN、TPLN(CHPS)、BNLS、LN & FT、添加SLN、CKD、PN-BRLD,62.52,190,28.35,7.66,1.67,0,0,0
10860,豚肉、塩漬け、ベーコン、CKD、BKD,12.52,548,35.73,43.27,7.12,1.35,0,0
10861,豚肉、塩漬け、ベーコン、CKD、電子レンジ,20.38,476,39.01,34.12,6.01,0.48,0,0
10862,ポーク、塩漬け、ベーコン、プレスライス、CKD、パンフライ,23.65,468,33.92,35.09,5.64,1.7,0,0
10863,豚肉、生鮮食品、VAR 肉と副産物、胃、CKD、SIMMRD,70.72,157,21.4,7.26,0.52,0.09,0,0
10864,ポーク、ベーコン、レンダーファット、CKD,0.25,898,0.07,99.5,0.16,0,0,0
10865,ポーク、生ハム、H2O添加、ランプ、骨付き、LN、HTD、RSTD,70.92,121,21.41,3.56,3.23,0.87,0,0.84
10866,豚肉、塩漬け、ハム -- 水加減、ランプ、骨付き、LN、UNHTD,77.03,95,15.43,3.48,3.49,0.67,0,0.67
10867,ポーク、生ハム、H2O添加、シャンク、骨付き、LN、HTD、RSTD,69.97,128,20.92,4.43,3.48,1.2,0,0.91
10868,ポーク、キュレッド、ハム -- 加水、スライス、骨付き、LN、HTD、パンブロイル,68.58,131,22.04,4.3,4.06,1.48,0,1.48
10869,ポーク、キュレッド、ハム＆H2O製品、スライス、骨付き、LN、HTD、パンブロイル,70.21,122,20.9,3.63,3.9,1.35,0,1.1
10870,ポーク、キュレッド、ハム＆H2O製品、スライス、BNLESS、LN、HTD、PAN-BROIL,71.2,123,15.09,5.06,4.27,4.69,0,4.69
10871,豚肉、生ハム、H2O製品、WHL、BNLESS、LN、HTD、RSTD,72.11,123,13.88,5.46,4.05,4.61,0,4.61
10872,豚肉、生ハム、H2O製品、WHL、BNLESS、LN、UNHTD,73.05,116,14.07,4.86,4.01,4.22,0,4.22
10873,ポーク、塩漬け、生ハム、ランプ、骨付き、LN、HTD、RSTD,67.9,137,24.14,4.25,3.29,0.48,0,0.48
10874,ポーク、塩漬け、生ハム、シャンク、骨付き、LN、HTD、RSTD,66.98,145,24.95,4.97,3.09,0.34,0,0.34
10875,ポーク、塩漬け、生ハム、スライス、骨付き、LN、HTD、パンブロイル,65.87,150,27.75,4.38,2.85,0,0,0
10876,PRK、CRD、生ハム、生ハム、SPRL SLC、肉のみ、BNLES、LN、HTD、RSTD,69.47,126,22.56,3.78,3.77,1.08,0,1.08
10877,豚肉、塩漬け、ハム、水製品、ランプ、骨付き、LN、HTD、RSTD,69.53,131,21.28,4.7,3.49,1.15,0,1.15
10878,ポーク、キュレッド、ハム -- H2O 添加、スライス、BNLESS、LN、HTD、PAN-BROIL,72.06,119,18.82,4.09,3.79,1.75,0,1.75
10879,ポーク、生ハム、H2O ADDED、WHL、BNLESS、LN、HTD、RSTD,72.58,117,17.99,4.39,3.66,1.57,0,1.57
10880,豚肉、生ハム、H2O添加、WHL、BNLESS、LN、UNHTD,73.95,110,17.34,3.97,3.56,1.45,0,1.45
10881,ポーク、キュレッド、ハム＆H2O製品、シャンク、骨付き、LN、HTD、RSTD,69.23,132,21.69,4.45,3.44,1.26,0,1.26
10882,ポーク、塩漬け、生ハム、スライス、BNLESS、LN、HTD、PAN-BROIL,71.1,116,20.95,3.16,3.81,1.05,0,1.05
10883,豚肉、塩漬け、生ハム、WHL、BNLESS、LN、HTD、RSTD,71.71,113,20.57,3.01,3.87,0.84,0,0.81
10884,豚肉、塩漬け、生ハム、WHL、BNLESS、LN、UNHTD,72.85,111,19.44,3.21,3.56,1.03,0,1.03
10885,ポーク、生ハム、H2O添加、シャンク、骨付き、LN、UNHTD,76.53,91,18.65,1.87,3.09,0.71,0,0.71
10886,豚肉、塩漬け、ハム -- 水加減、スライス、骨付き、LN、UNHTD,76.75,95,17.38,2.29,3.26,1.23,0,1.23
10887,豚肉、塩漬け、ハム、水製品、ランプ、骨付き、LN、UNHTD,74.32,107,17.93,3.38,3.14,1.24,0,0.97
10888,豚肉、塩漬け、ハム、水製品、スライス、骨付き、LN、UNHTD,75.54,103,14.47,3.78,3.39,2.82,0,0.91
10889,ポーク、塩漬け、ハム、水製品、シャンク、骨付き、UNHTD、LN,73.97,113,17.53,4.18,3.11,1.2,0,1.06
10890,ポーク、塩漬け、生ハム、ランプ、骨付き、LN、UNHTD,70.8,122,22.71,3.47,2.96,0.43,0,0.43
10891,ポーク、塩漬け、生ハム、シャンク、骨付き、LN、UNHTD,70.5,130,25.11,3.33,2.63,0.3,0,0.3
10892,ポーク、塩漬け、生ハム、スライス、骨付き、LN、UNHTD,70.29,123,24.34,2.87,2.8,0,0,0
10893,ポーク、塩漬け、ハム、ナッツジュース、スパイラルスライス、BNLESS、LN、UNHTD,72.46,109,19.25,3.26,4.39,1.22,0,1.22
10894,ポーク、キュレッド、ハム、ファット、BNLESS、HTD,35.47,507,8.77,51.57,2.19,2,0,0.28
10895,ポーク、キュレッド、ハム、ファット、BNLESS、UNHTD,35.65,515,7.5,53,1.98,1.87,0,0.44
10898,豚肉、漬け豚ホック,68.02,171,19.11,10.54,2.76,0,0,0
10899,ポーク、塩漬け、ハム、スライス、骨付き、LN、HTD、パンブロイル,65.33,148,27.18,4.09,3.17,0.74,0,0.74
10900,ポーク、塩漬け、生ハム、WHL、BNLESS、LN & FAT、UNHTD,72.68,112,19.38,3.43,3.56,1.02,0,1.02
10901,豚肉、塩漬け、生ハム、NAT JUICE、SPIRL SLCE、BNLES、LN & FAT、UNHTD,70.62,129,18.66,5.75,4.27,1.18,0,1.18
10902,豚肉、塩漬け、生ハム、スライス、骨付き、LN & FAT、UNHTD,67.16,159,22.82,7.4,2.73,0.17,0,0.04
10903,ポーク、塩漬け、生ハム、シャンク、骨付き、LN & FAT、UNHTD,65.04,191,22.35,11.11,2.53,0.32,0,0.32
10904,ポーク、塩漬け、生ハム、ランプ、骨付き、LN & FAT、UNHTD,63.86,200,19.7,13.26,2.76,0.43,0,0.43
10905,豚肉、塩漬け、ハム、水製品、WHL、BNLESS、LN & FAT、UNHTD,72.96,117,14.05,4.99,4,4.21,0,4.21
10906,豚肉、塩漬け、ハム、水製品、スライス、骨付き、LN & FAT、UNHTD,71.07,149,13.69,9.29,3.23,2.72,0,0.85
10907,ポーク、塩漬け、ハム、水製品、シャンク、骨付き、LN & FAT、UNHTD,61.56,243,14.28,20,2.74,1.42,0,0.86
10908,豚肉、塩漬け、ハム、水製品、ランプ、骨付き、LN & FAT、UNHTD,67.5,179,16.09,12.13,2.93,1.35,0,0.88
10909,ポーク、生ハム、H2O ADDED、WHL、BNLESS、LN & FAT、UNHTD,72.85,121,17.06,5.38,3.52,1.42,0,1.42
10910,豚肉、塩漬け、ハム -- 加水済み、スライス、骨付き、LN & FAT、UNHTD,69.88,164,15.73,10.77,3.04,1.1,0,1.1
10911,ポーク、生ハム、H2O添加、シャンク、骨付き、LN & FAT、UNHTD,69.21,167,16.65,11.02,2.89,0.66,0,0.66
10912,ポーク、生ハム、H2O ADDED、RUMP、BONE-IN、LN & FAT、UNHTD,69.49,172,13.99,12.5,3.22,0.8,0,0.62
10913,ポーク、生ハム、H2O ADDED、RUMP、BONE-IN、LN & FAT、HTD、RSTD,67.23,161,20.1,8.56,3.13,0.99,0,0.78
10914,ポーク、生ハム、H2O添加、シャンク、骨付き、LN & FAT、HTD、RSTD,63.43,200,18.62,13.37,3.24,1.35,0,0.79
10915,ポーク、キュレッド、ハム -- H2O ADDED、SLCE、BNE-IN、LN & FAT、HTD、PAN-BRL,65.48,166,20.8,8.73,3.89,1.54,0,1.54
10916,ポーク、生ハム、H2O ADDED、SLCE、BNLESS、LN & FAT、HTD、PAN-BRL,71.32,125,18.62,5.05,3.76,1.72,0,1.72
10917,ポーク、生ハム、H2O ADDED、WHL、BNLESS、LN & FAT、HTD、RSTD,71.72,126,17.77,5.48,3.63,1.54,0,1.54
10918,豚肉、塩漬け、ハム、水製品、ランプ、骨付き、LN & FAT、HTD、RSTD,64.6,186,19.46,11.48,3.3,1.15,0,1.03
10919,ポーク、キュレッド、ハム＆H2O製品、シャンク、骨付き、LN＆FAT、HTD、RSTD,60.03,234,18.17,17.29,3.1,1.42,0,0.99
10920,ポーク、キュレッド、ハム & H2O PRDCT、SLCE、BNE-IN、LN & FAT、HTD、PAN-BRL,67.21,155,19.85,7.78,3.75,1.41,0,1.03
10921,ポーク、キュレッド、ハム & H2O PRDCT、スライス、BNLESS、LN & FAT、HTD、PAN-BRL,71.14,124,15.08,5.13,4.27,4.69,0,4.69
10922,豚肉、塩漬け、ハム & H2O 製品、WHL、BNLESS、LN & FAT、HTD、RSTD,72.11,123,13.88,5.46,4.05,4.61,0,4.61
10923,ポーク、塩漬け、生ハム、ランプ、骨付き、LN & FAT、HTD、RSTD,64.38,177,22.47,9.39,3.17,0.6,0,0.45
10924,ポーク、塩漬け、生ハム、シャンク、骨付き、LN & FAT、HTD、RSTD,62.94,191,22.88,10.93,2.98,0.33,0,0.33
10925,ポーク、塩漬け、生ハム、SLCE、BNE-IN、LN & FAT、HTD、PAN-BRL,63.36,180,26.18,8.28,2.8,0.17,0,0.02
10926,ポーク、塩漬け、生ハム、スライス、BNLES、LN & FAT、HTD、PAN-BRL,70.93,118,20.89,3.4,3.8,1.04,0,1.04
